,brand_name,category_name
1752,太空人商店(iphone隨身碟專賣店 / 3C產品與手機週邊配件),3C
1753,勤致國際,3C
1754,hanlin330,3C
1755,卡麥拉商店 #相機包 腳架 攝影棚,3C
1756,電池專家,3C
1757,秉鑫電腦,3C
1758,音樂趨勢官方直營旗艦店,3C
1759,富士品牌館,3C
1760,JM-Plus 加煒電子 耳機專賣店,3C
1761,3C周邊配件專賣,3C
1762,Shrimps0818,3C
1763,無賴小舖 監視器 智慧手環 喇叭 耳機,3C
1764,PRINCO Watch 官方旗艦店,3C
1765,yuandan_store,3C
1766,熊秀3C商城,3C
1767,台灣GP電池授權直營店,3C
1768,└3C館長┤,3C
1769,瘋3C☆手機/電腦週邊專賣店★,3C
1770,殼子實驗室(手機周邊選品專業配件，好殼裝進你心裡),3C
1771,指標通訊,3C
1772,CASESSI 購物,3C
1773,Taiwan Carol,3C
1774,command_a,3C
1775,活力小G賣場 專售明星代言家電及各類精品手機周邊配件,3C
1776,AEROTECH群曜國際,3C
1777,BestCart暢貨中心-3C館,3C
1778,Gogoacme,3C
1779,艾樂芬 商城分店,3C
1780,安博 X 電視盒嚴選 (安博盒子PRO、易播盒子EVPAD、大魚盒子LingcodTV 、 FUVTV),3C
1781,惡魔3C,3C
1782,AZIO 原廠官方授權 旗艦館,3C
1783,SHA.HEN.DA.3C,3C
1784,SpotCam 真雲端智慧監控,3C
1785,高雄港都網通,3C
1786,17GO5【一起購物】,3C
1787,KING Store,3C
1788,MobileAD | 互動式雲端整合運用商,3C
1789,隔壁鄰居x3C數位館,3C
1790,Kingsman金士曼商城,3C
1791,日本TDK耳機旗艦店,3C
1792,好物3C網,3C
1793,改裝軍團 (光華及三峽),3C
1794,Skywatch 行品股份有限公司,3C
1795,CORSAIR 官方授權旗艦店,3C
1796,A4 Bloody&A4 TECH .TW_官方旗艦專館,3C
1797,My sound 滿三得,3C
1798,NiceShop,3C
1799,恆星3C,3C
1800,女神數位🎀E計劃 嫉妒我 俏妃糖 白色密碼 纖淨酵素 熬夜霜 bvcr代謝錠,3C
1801,富智通訊科技 監視器 攝影機 轉接頭 掛燙機 清洗機,3C
1802,雷蛇 RAZER 官方授權旗艦店,3C
1803,youpin shop,3C
1804,初音國際3D列印 First Voice 3D,3C
1805,愛go- 專賣3C相關/gopro配件/相機包/攝影棚/棚燈/燈架/直播,3C
1806,Maktar口袋相簿/備份豆腐品牌官方旗艦店 ,3C
1807,濱氏相機,3C
1808,映象商城,3C
1809,超岳電腦3C,3C
1810,AUKEY 官方旗艦店,3C
1811,flyingV 旗艦商城,3C
1812,SADES賽德斯電競戰隊軍工廠(指定周邊),3C
1813,【Buy序號】找我買序號~,3C
1814,CELIA & PERAH 希利亞 官方旗艦店,3C
1815,傳達國際有限公司,3C
1816,Jabra官方旗艦店,3C
1817,PQS Store,3C
1818,Buy3c奇展筆記型電腦專賣,3C
1819, 玖盈科技網路商店 👊,3C
1820,XFastest 嚴選商城,3C
1821,太星旗艦店,3C
1822,藍芽喇叭,3C
1823,easternrich,3C
1824,LA大叔海邊的3C小店,3C
1825,four3c,3C
1826,Suunto 官方旗艦館,3C
1827,晉吉國際,3C
1828,Westone威士頓官方授權旗艦店,3C
1829,映崴科技有限公司,3C
1830,X-mini 台灣官方,3C
1831,Click&Buy,3C
1832,崴立科技股份有限公司,3C
1833,兔機子無線店專賣舖,3C
1834,SJCAM /MPCAM  臺灣唯一專門店,3C
1835,ThinkPad專賣店,3C
1836,SP廣穎電通 官方旗艦店,3C
1837,LEXMA TAIWAN網路旗艦店,3C
1838,D.L小舖 手機配件 智慧手環 監視器 喇叭,3C
1839,十銓科技 TEAMGROUP Inc.,3C
1840,VAIO筆記型電腦,3C
1841,Canon官方旗艦店 (Young體驗館),3C
1842,IDI商城,3C
1843,iB 倫沁選物專門店,3C
1844,威震3C商城,3C
1845,台灣博聯智慧整合,3C
1846,velbon,3C
1847,《檳二小舖》,3C
1848,Tribe Taiwan 官方旗艦店,3C
1849,舒潔/靠得住/好奇-金百利官方商城,居家生活
1850,戀家小舖★網路寢具第一品牌,居家生活
1851,美國康寧旗艦館,居家生活
1852,Glasslock 強化玻璃保鮮盒,居家生活
1853,五月花/得意/柔情/橘子工坊/植淨美-官方旗艦店,居家生活
1854,A-nice雅妮詩寢具【保潔墊 純棉床包 天絲床包 蚊帳 竹蓆 麻將蓆 枕套】工廠直營MIT,居家生活
1855,PureOne ☻商城賣家 超商滿299運費半價 ❤床包/浴巾/居家用品優惠中❤,居家生活
1856,Casa n'more 美學生活 ,居家生活
1857,花仙子官方商城,居家生活
1858,鍋寶 cookpower -官方商城,居家生活
1859,HOYACASA 禾雅寢具,居家生活
1860,完美主義居家生活館,居家生活
1861,翔仔居家 SIANGAPATO,居家生活
1862,固鋼精品鍋具,居家生活
1863,元寶Mall,居家生活
1864,H&D東稻家居,居家生活
1865,dayneeds 收納生活館,居家生活
1866,棉床本舖 ,居家生活
1867,Joseph Joseph 英國創意設計餐廚【品牌店】,居家生活
1868,台灣妙管家,居家生活
1869,【賣貴請告知】,居家生活
1870,obis 歐必斯國際家居,居家生活
1871,Nicegoods 生活好東西,居家生活
1872,象印膳魔師牛頭牌斑馬牌理想牌三光牌樂扣glasslock水壺316便當盒都有販售,居家生活
1873,UHO優活居家,居家生活
1874,艾拉寢飾,居家生活
1875,宜家寶,居家生活
1876,My Color,居家生活
1877,約翰家庭百貨,居家生活
1878,英瑞杰生活日用品旗艦館,居家生活
1879,雙寶居家保健生活館,居家生活
1880,RICHOME生活家居,居家生活
1881,收納女王,居家生活
1882,Artis雅緹絲寢具,居家生活
1883,百貨通,居家生活
1884,Norns,居家生活
1885,Mina百貨(全店現貨-台灣發貨) 全店88折,居家生活
1886,珠友文化事業有限公司,居家生活
1887,蒐藏家collector,居家生活
1888,九元生活百貨,居家生活
1889,Claire Casa 生活百貨 ❤ 超取滿299運費半價，滿888元宅配免運✿✿❤,居家生活
1890,【 LoveCity 寢城之戀】居家寢具旗艦館,居家生活
1891,米菈生活館,居家生活
1892,CERES席瑞絲批發團購,居家生活
1893,♚Luna Vita露娜薇塔 寢具生活館♚,居家生活
1894,🐻沒來過熊大碗，別說你最大碗-🆘全館免運中,居家生活
1895,Assari 免組裝家具【床架/沙發/獨立筒床墊/床墊/鞋櫃/衣櫥】,居家生活
1896,R.Q. POLO 寢飾家居館,居家生活
1897,E&J 居家生活館,居家生活
1898,理想‧PERFECT -不鏽鋼餐廚館,居家生活
1899,宏遠百貨 - 炊蛋器 紙手錶 熱賣中,居家生活
1900,Moosy Life 目喜生活 ✖ 美妝收納 飾品收納 化妝品收納 壓克力收納,居家生活
1901,【官方直營】木酢達人,居家生活
1902,JOLIN久林批發商城旗艦店 ,居家生活
1903,筆坊,居家生活
1904,[Stat]史代新(奇奇文具),居家生活
1905,JL精品工坊日系居家美學,居家生活
1906,威叔叔 百貨城堡,居家生活
1907,【FL生活+】全館現貨販售,居家生活
1908,駿隴 CHL 日系質感文具小物 Stationery & Goods,居家生活
1909,Ansonbuy 言成商貿,居家生活
1910,生活工場 WORKINGHOUSE,居家生活
1911,Homelife Jr.,居家生活
1912,AGO購物商城,居家生活
1913,Good Go 好好買,居家生活
1914,多瓦娜家居,居家生活
1915,傑米會社🏆399免運 乾燥花卡片 環保餐具 拍照道具 手帳貼紙便利貼 無痕收納,居家生活
1916,U-mop 手壓式旋轉拖把｜MIT台灣製、通用型拖把,居家生活
1917,百嘉美居家生活有限公司,居家生活
1918,喵屋 溫馨小舖 文具居家zakka 鋼筆 紙膠帶 墨水,居家生活
1919,大田倉旗艦店,居家生活
1920,i-style居家生活創意百貨,居家生活
1921,【Imuse愛米詩居家寢飾】,居家生活
1922,愛莎家居生活館,居家生活
1923,buy.the.way ,居家生活
1924,快樂生活網,居家生活
1925,Life365居家收納.旅行收納包.收納盒.團購批發網,居家生活
1926,宅美學居家寢飾,居家生活
1927,郵購俗,居家生活
1928,西思特★創意壁貼牆貼★旅行收納包袋★飾品小物★生活雜貨★,居家生活
1929,文具不受控,居家生活
1930,Yostyle家居,居家生活
1931,日光生活館,居家生活
1932,VIREO LIFE,居家生活
1933,小福部屋（提供全店保固、電子發票）,居家生活
1934,床墊 和室椅 沙發床 單人 床架  雙人 全館免運 KOTAS,居家生活
1935,永昌文具用品有限公司,居家生活
1936,菲美飾裝飾工坊 FMZ,居家生活
1937,HOMEDOCK生活百貨,居家生活
1938,必購網電子商務有限公司,居家生活
1939,微醺時光,居家生活
1940,易速購,居家生活
1941,佛你企業,居家生活
1942,歐洲之家 Awesome House,居家生活
1943,斯瑪鋒數位,居家生活
1944,House Dream,居家生活
1945,Cat.Queen貓女王,居家生活
1946,momo時尚館,居家生活
1947,台北潮流館,居家生活
1948,溫馨時刻1/3 居家寢飾,居家生活
1949,日光城網路商店 sunlightcity,居家生活
1950,良月家居,居家生活
1951,奇威居家生活館,居家生活
1952,JEmarble鎮一大理石家庭用品,居家生活
1953,FayBuy 非買不可,居家生活
1954,C&B理由屋日式良品家具館,居家生活
1955,✦歐妮小舖✦旅行收納/居家生活百貨/日韓美妝,居家生活
1956,好買居家生活百貨,居家生活
1957,防蚊門簾 遮光窗簾專賣 小銅板愛居家   掛布/掛毯/床包,居家生活
1958,艾克思 居家生活館,居家生活
1959,有家生活館,居家生活
1960,Anders生活雜貨屋,居家生活
1961,愛購shop購物商城,居家生活
1962,babailiang 八佰兩時尚生活館,居家生活
1963,拾玖巷弄 zakka居家雜貨-官方旗艦館,居家生活
1964,HiCHEF_掌廚鍋具,居家生活
1965,【銅板雜貨舖】現貨&誠意服務,居家生活
1966,BO雜貨,居家生活
1967,[la vie]生活行家官方旗艦店,居家生活
1968,生活Go簡單,居家生活
1969,THELIFE樂生活,居家生活
1970,Loxin居家收納精品,居家生活
1971,Green Life,居家生活
1972,居家cheaper鐵架收納館,居家生活
1973,戀上您的床 居家寢具【旗艦館】,居家生活
1974,舒克清Superclean(原廠直營) ,居家生活
1975,達益購 居家/SOTO戶外用品專家,居家生活
1976,沐眠家居│專櫃級品牌寢具,居家生活
1977,納唯詩精油,居家生活
1978,E生活 蚊帳 鞋櫃 衣架 雨衣 雨傘,居家生活
1979,【橘果設計】壁貼 壁紙 相框牆 門簾窗簾 專賣店,居家生活
1980,CookingStar,居家生活
1981,淨毒五郎 chefclean,居家生活
1982,皮夾 皮包 阿寶便利店,居家生活
1983,凱堡家居生活館,居家生活
1984,5IP8居家生活館-全館現貨,居家生活
1985,Silvia席薇亞 家居小物官方旗艦館,居家生活
1986,Hi! Pepper!胡椒選物,居家生活
1987,this-this雜貨研究所(垃圾桶/收納箱/餐廚收納),居家生活
1988,美國 VitaCraft 唯他鍋,居家生活
1989,易立家生活館-舒適家企業社,居家生活
1990,聯合利華官方旗艦店,居家生活
1991,聯合利華官方旗艦店,居家生活
1992,軍威商城 Ez - Light  ,居家生活
1993,生活采家,居家生活
1994,GXG生活家具 電腦椅電動床兒童書桌成長椅電競椅雙背椅枕頭床墊,居家生活
1995,USERWATS  夾燈旗艦店,居家生活
1996,歐德家+,居家生活
1997,旭創光電sunnine,居家生活
1998,奈森克林官方旗艦館 牙線棒/濕紙巾/凡士林/濕巾,居家生活
1999,旺代居家精品旗艦商城,居家生活
2000,愛生活居家館,居家生活
2001,米鹿家居 METER DEER,居家生活
2002,福培居家設計館,居家生活
2003,APEX嚴選商城館,居家生活
2004,Kosney 合麗寢具專賣店,居家生活
2005,時光寶盒,居家生活
2006,KGH 男包 官方旗艦店,居家生活
2007,非買BOOK,居家生活
2008,Asllie 艾室宜家居館,居家生活
2009,萬事OK生活市集,居家生活
2010,香閣-擴香儀、香薰機、加濕器、水溶性精油、精油、香薰專賣,居家生活
2011,i-Fine艾芳居家寢具 ◆MIT精梳純棉專賣◆全館免運~,居家生活
2012,大山淨水生活館,居家生活
2013,次綠康防疫產品專賣店,居家生活
2014,DUYAN竹漾寢具,居家生活
2015,揪買GO生活館,居家生活
2016,eyah宜雅寢具美學,居家生活
2017,筆店pens_store,居家生活
2018,鴻宇寢飾 美國棉授權品牌,居家生活
2019,木奇傢俱 MooKi（辦公椅子 電腦椅 電競椅 兒童書桌椅會議椅 主管椅 躺椅）,居家生活
2020,HouseFactory 家工廠- 歡迎批發大量採購可洽談,居家生活
2021,丹露 DanRo,居家生活
2022,金昱科技生活館,居家生活
2023,Art小舖,居家生活
2024,【大威寶龍】多功能滑鼠墊 無痕春聯、囍字 相框  系列專賣店,居家生活
2025,shopping168,居家生活
2026,CARMO園藝旗艦商城｜多肉植物&微景觀&居家裝飾,居家生活
2027,~all.castles~,居家生活
2028,好神購物,居家生活
2029,★ 易利裝生活五金 ★ 居家五金DIY修繕、裝潢、家居收納,居家生活
2030,•爆賣公社•居家生活x玩教具專賣,居家生活
2031,生活博士 台灣館,居家生活
2032,新生活家-安全無毒兒童巧拼地墊,居家生活
2033,伊尚厚生活美學,居家生活
2034,JK急速配,居家生活
2035,好貨市集🧡,居家生活
2036,🌺護立康生活館🏵善念設計  用心守護您的健康,居家生活
2037,【Magic Space】波浪架、鐵架、置物架、推車、DIY家具…專業賣場銷售,居家生活
2038,檸淨森機 Nijing,居家生活
2039,7Nice家居生活用品館,居家生活
2040,【CareShe 可而喜】美麗生活館,居家生活
2041,Shih Shop,居家生活
2042,旭傑工作坊 希爾思 希爾斯 Hills 處方飼料專賣,居家生活
2043,瘋好物,居家生活
2044,川泰淨水,居家生活
2045,優勝美地,居家生活
2046,Morpheus 莫菲思居家生活館,居家生活
2047,家而適無痕收納生活館,居家生活
2048,牛頭牌炊具,居家生活
2049,New Idea 生活提案！ ( 東門站 ) ,居家生活
2050,光舍SunLED,居家生活
2051,"俊秀生活家-行,立,坐,臥",居家生活
2052,美心 MASIONS,居家生活
2053,豪品手套專賣,居家生活
2054,Betrise/Foca 立新寢具生活館,居家生活
2055,Select ONE舒適家居,居家生活
2056,Kino Zakka烘焙材料製造所,居家生活
2057,ikloo 宜酷屋,居家生活
2058,賣威生活,居家生活
2059,好神拖官方旗艦店,居家生活
2060,立大館,居家生活
2061,火山口volcano,居家生活
2062,KULI購,居家生活
2063,阿志小舖-日本進口居家生活館,居家生活
2064,真空包裝專家,居家生活
2065,宅這買 Home Buy,居家生活
2066,法國FORUOR官方旗艦店,居家生活
2067,甜手手烘焙用品,居家生活
2068,尚優家居- DIY家具,居家生活
2069,希翠斯精油 CITRUS ESSENTIAL OIL,居家生活
2070,Amor casa 愛x家居 NO.2,居家生活
2071,蜂巢Honey Comb,居家生活
2072,米琪家飾,居家生活
2073,暖暖寢飾（暖暖咻咻）床包 保潔墊 涼被 被套 兩用被 天絲 純棉,居家生活
2074,鐵架王/鐵架商城/置物架/收納架LINE HOMES,居家生活
2075,愛噪咖餐廚,居家生活
2076,大順豐寢具 台中實體門市,居家生活
2077,心安購物【全館開發票299免運輸入折扣碼3折起】,居家生活
2078,必翔銀髮樂活館,居家生活
2079,cookiihome．合器家居餐具,居家生活
2080,小 徑 文 房 具,居家生活
2081,極淨 ,居家生活
2082,楽舖子 LAPUZ,居家生活
2083,京廚Life配-家的購物中心,居家生活
2084,名風,居家生活
2085,taialice.cheng,居家生活
2086,《EasyHome居家逸品生活館》,居家生活
2087,MyKidsPlace,居家生活
2088,yh shop,居家生活
2089,都會市集  Urban Bazaar ,居家生活
2090,怡慶-『室翲香』,居家生活
2091,樂嫚妮,居家生活
2092,LUST生活寢具,居家生活
2093,琦藝烘焙x學廚,居家生活
2094,小麥購物,居家生活
2095,W照明┃專售LED產品 • LED燈管 • LED崁燈 • 客製化LED燈具,居家生活
2096,宇諾精品家飾,居家生活
2097,ifeelgoods,居家生活
2098,iGagu艾傢俱生活家,居家生活
2099,台灣犀利趴,居家生活
2100,YKS沙發\家具居家販售中心,居家生活
2101,BONBONS 文具精品館,居家生活
2102,Bo Bonny 啵啵妮小姐,居家生活
2103,ETC.living 極簡原竹美學工藝筷,居家生活
2104,快樂馬,居家生活
2105,333家居鞋館-拖鞋專賣店,居家生活
2106,AGAPE亞加．貝,居家生活
2107,新元素,居家生活
2108,【WY-Life】生活嚴選 (3C周邊、生活用品、內衣服飾),居家生活
2109,舒樂活 4Health,居家生活
2110,玖肆捌,居家生活
2111,NO2 好好買,居家生活
2112,ENJOY101環保矽膠布墊,居家生活
2113,KSHIELD,居家生活
2114,德克生活,居家生活
2115,Hampton漢妮家居,居家生活
2116,✨ 享夢城堡 ✨ DreamCastle✨,居家生活
2117,MH家居嚴選,居家生活
2118,好紳架多功折疊護衣架官方商城,居家生活
2119,American shop,居家生活
2120,臻品小舖Smart winner,居家生活
2121,隨身咖啡館,居家生活
2122,清潔日用量販館,居家生活
2123,星響創意Starring,居家生活
2124,fioJa 費歐家 壁紙 玻璃貼 安心購生活館,居家生活
2125,美美食韓國團購-Cocodor/舒摩兒/咖啡/TIGI/帕瑪氏/女內褲,居家生活
2126,JOY 喬伊寢飾生活館,居家生活
2127,夏綠蒂日貨精品生活館,居家生活
2128,REIYU創意生活館,居家生活
2129,大洋電子,居家生活
2130,Flambo富蘭鍋 | 蝦皮官方商城,居家生活
2131,熊好貼無痕掛勾,居家生活
2132,▌瘋狂市集▌,居家生活
2133,蓁智居家生活館 ~~,居家生活
2134,Chic Casa 奇可家居 友善環境 / 風格選物,居家生活
2135,簡單樂活DIY組合家具,居家生活
2136,椅子專科,居家生活
2137,日本LEC,居家生活
2138,滾動幸福PU輪,居家生活
2139,嘉義在地人嚴選生活家居美食/好物,居家生活
2140,御賞好室 Royal Room,居家生活
2141,Shark Tank Taiwan 歐美時尚生活網,居家生活
2142,🔥廚藝日本鍋具館🔥,居家生活
2143,【魔力家居】創意居家生活館,居家生活
2144,三麗精品館★臺灣總代理,居家生活
2145,Seiga 飾家,居家生活
2146,智優利 ® 生活百貨賣場,居家生活
2147,一生流行館,居家生活
2148,喨晶晶shopping mall,居家生活
2149,99免運 mt100%洗鞋神器.洗包包.洗鞋子.清洗鞋子.清洗包包,居家生活
2150,韋恩寢具行,居家生活
2151,mininch官方旗艦館,居家生活
2152,B殿無名小坊,居家生活
2153, 超聯捷文具禮贈品批發網,居家生活
2154,ACCESS LIVING,居家生活
2155,凱西生活 cathyhomes,居家生活
2156,哎喔生活雜良 - 將優質生活宅配到家,居家生活
2157,慢生活館,居家生活
2158,TriV 生活選物,居家生活
2159,Simple Living 簡單生活,居家生活
2160,【WeiYi 禮品‧贈品 批發中心】,居家生活
2161,【MIGO SHOP】,居家生活
2162,福爾摩斯病蟲害防治  專業藥局 1,居家生活
2163,IHouse 愛屋家具,居家生活
2164,快樂馬別館,居家生活
2165,DaCore,居家生活
2166,e樂團購網,居家生活
2167,芮菲客rarefatto 精品筆,居家生活
2168,idea-dozen 創意達人,居家生活
2169,葉朵設計 YEDUO DESIGN,居家生活
2170,倍潔雅/唯潔雅/優活─金盛世紙業(原廠直營),居家生活
2171,寶采田清潔品,居家生活
2172,ELESIS愛莉希絲 生活館,居家生活
2173,沐光衛浴馬桶專營店,居家生活
2174,711 棲食衣,居家生活
2175,♕蟻_后 生活百貨,居家生活
2176,伯馬創意生活,居家生活
2177,機械堂KiKAiTO高效能專業電動工具,居家生活
2178,華堂光學-放大鏡 望遠鏡 顯微鏡專門店,居家生活
2179,3C戰國新世代,居家生活
2180,旅人筆房 | 設計文具.質感私物,居家生活
2181,藝匠居家生活館,居家生活
2182,購好家&GO好家-居家生活網,居家生活
2183,【HOME WORKING 居家生活館】中秋連假暫停出貨~,居家生活
2184,C’est Chic潮傢俬,居家生活
2185,Zakka雜貨網-9/20~9/26暫停出貨,居家生活
2186,宅小妹,居家生活
2187,Oxygen奧世潔健康生活館,居家生活
2188,集佳廚房家電生活館(德國百靈  BRAUN 專賣店),居家生活
2189,時代旗艦店,居家生活
2190,小日常寢居｜良物供應。( 床包 枕頭 棉被 被套 毯子 法蘭絨 ),居家生活
2191,現代商城,居家生活
2192,老澤源生活館,居家生活
2193,茶籽堂,居家生活
2194,福貓大聚惠,居家生活
2195,天將生活百貨,居家生活
2196,光伸居家生活館,居家生活
2197,【我們網路購物商城】**現貨在台灣**,居家生活
2198,茶籽堂,居家生活
2199,伯馬創意生活,居家生活
2200,機械堂KiKAiTO高效能專業電動工具,居家生活
2201,2H 傢俱屋,居家生活
2202,輔大猴商城,居家生活
2203,旭浩精品生活館,居家生活
2204,ANYBUY滿意購,居家生活
2205,購瘋趣SHOP4FUN,居家生活
2206,日皇生活小館,居家生活
2207,AnD House品牌旗艦店-居家臥室寢具專門,居家生活
2208,包旺網路旗鑑店,居家生活
2209,SALTLIFE鹽夢工場｜玫瑰鹽燈,居家生活
2210,【IDEA】視覺概念,居家生活
2211,就是五金,居家生活
2212,京讚購物,居家生活
2213,Great Living格蕾寢飾,居家生活
